"crn, julian, press, theta, sigma, temp, sal, oxy, xmiss, fluor, nit, "
"#, day, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, %, ug/l, umol/kg, "
" 64, 2493,  170.0, 19.3641,  25.005, 19.3948, 35.0992,   203.4,  90.529,  0.0984,  -9.000,"
" 64, 2493,  172.0, 19.2947,  25.017, 19.3257, 35.0918,   203.3,  90.533,  0.0925,  -9.000,"
" 64, 2493,  174.0, 19.2179,  25.031, 19.2492, 35.0848,   203.4,  90.539,  0.0874,  -9.000,"
" 64, 2493,  176.0, 19.1283,  25.047, 19.1599, 35.0757,   203.1,  90.546,  0.0808,  -9.000,"
" 64, 2493,  178.0, 19.0220,  25.064, 19.0538, 35.0612,   203.0,  90.545,  0.0759,  -9.000,"
" 64, 2493,  180.0, 18.9125,  25.080, 18.9446, 35.0460,   202.8,  90.544,  0.0746,  -9.000,"
" 64, 2493,  182.0, 18.8121,  25.095, 18.8444, 35.0329,   203.3,  90.539,  0.0767,  -9.000,"
" 64, 2493,  184.0, 18.7164,  25.112, 18.7490, 35.0226,   203.5,  90.543,  0.0788,  -9.000,"
" 64, 2493,  186.0, 18.6530,  25.124, 18.6857, 35.0177,   203.7,  90.552,  0.0790,  -9.000,"
" 64, 2493,  188.0, 18.5832,  25.138, 18.6162, 35.0131,   203.4,  90.560,  0.0761,  -9.000,"
" 64, 2493,  190.0, 18.4921,  25.154, 18.5254, 35.0045,   203.3,  90.572,  0.0679,  -9.000,"
" 64, 2493,  192.0, 18.3973,  25.170, 18.4308, 34.9937,   202.8,  90.582,  0.0634,  -9.000,"
" 64, 2493,  194.0, 18.3272,  25.180, 18.3610, 34.9849,   201.9,  90.578,  0.0600,  -9.000,"
" 64, 2493,  196.0, 18.2523,  25.191, 18.2863, 34.9746,   201.4,  90.579,  0.0574,  -9.000,"
" 64, 2493,  198.0, 18.1598,  25.204, 18.1941, 34.9610,   201.2,  90.577,  0.0572,  -9.000,"
" 64, 2493,  200.0, 18.0683,  25.217, 18.1027, 34.9490,   201.3,  90.569,  0.0591,  -9.000,"
" 65, 2523,    0.0, 25.9687,  22.988, 25.9687, 34.9238,   204.1,  -9.000,  0.0536,  -9.000,"
" 65, 2523,    2.0, 25.9552,  23.002, 25.9556, 34.9372,   206.4,  90.331,  0.0608,  -9.000,"
" 65, 2523,    4.0, 25.9528,  23.003, 25.9537, 34.9381,   206.3,  90.455,  0.0609,  -9.000,"
" 65, 2523,    6.0, 25.9512,  23.004, 25.9526, 34.9381,   206.3,  90.503,  0.0617,  -9.000,"
" 65, 2523,    8.0, 25.9506,  23.004, 25.9524, 34.9382,   206.2,  90.515,  0.0607,  -9.000,"
" 65, 2523,   10.0, 25.9504,  23.004, 25.9526, 34.9382,   206.2,  90.491,  0.0582,  -9.000,"
" 65, 2523,   12.0, 25.9476,  23.005, 25.9503, 34.9381,   206.0,  90.493,  0.0621,  -9.000,"
" 65, 2523,   14.0, 25.9441,  23.006, 25.9472, 34.9378,   206.0,  90.481,  0.0656,  -9.000,"
" 65, 2523,   16.0, 25.9398,  23.007, 25.9434, 34.9377,   205.9,  90.473,  0.0648,  -9.000,"
" 65, 2523,   18.0, 25.9364,  23.008, 25.9404, 34.9377,   205.9,  90.472,  0.0659,  -9.000,"
" 65, 2523,   20.0, 25.9316,  23.009, 25.9360, 34.9377,   205.9,  90.465,  0.0726,  -9.000,"
" 65, 2523,   22.0, 25.9291,  23.010, 25.9340, 34.9376,   206.0,  90.473,  0.0691,  -9.000,"
" 65, 2523,   24.0, 25.9268,  23.011, 25.9321, 34.9375,   206.0,  90.468,  0.0670,  -9.000,"
" 65, 2523,   26.0, 25.9244,  23.012, 25.9302, 34.9375,   206.1,  90.455,  0.0701,  -9.000,"
" 65, 2523,   28.0, 25.9218,  23.013, 25.9280, 34.9376,   206.0,  90.464,  0.0797,  -9.000,"
" 65, 2523,   30.0, 25.9190,  23.014, 25.9256, 34.9378,   206.0,  90.462,  0.0875,  -9.000,"
" 65, 2523,   32.0, 25.9160,  23.015, 25.9232, 34.9391,   206.0,  90.455,  0.0800,  -9.000,"
" 65, 2523,   34.0, 25.9083,  23.021, 25.9159, 34.9435,   205.7,  90.455,  0.0799,  -9.000,"
" 65, 2523,   36.0, 25.8974,  23.029, 25.9054, 34.9491,   206.0,  90.441,  0.0783,  -9.000,"
" 65, 2523,   38.0, 25.8721,  23.043, 25.8806, 34.9575,   205.7,  90.413,  0.0837,  -9.000,"
" 65, 2523,   40.0, 25.8416,  23.055, 25.8504, 34.9613,   206.0,  90.409,  0.0812,  -9.000,"
" 65, 2523,   42.0, 25.8158,  23.068, 25.8252, 34.9670,   206.0,  90.403,  0.0810,  -9.000,"
" 65, 2523,   44.0, 25.7320,  23.095, 25.7417, 34.9685,   205.8,  90.396,  0.0847,  -9.000,"
" 65, 2523,   46.0, 25.6118,  23.145, 25.6219, 34.9858,   206.6,  90.350,  0.0925,  -9.000,"
" 65, 2523,   48.0, 25.4384,  23.211, 25.4489, 35.0025,   206.7,  90.335,  0.1001,  -9.000,"
" 65, 2523,   50.0, 25.3170,  23.264, 25.3280, 35.0228,   207.3,  90.312,  0.1160,  -9.000,"
" 65, 2523,   52.0, 25.1024,  23.348, 25.1137, 35.0481,   207.1,  90.332,  0.1260,  -9.000,"
" 65, 2523,   54.0, 24.8798,  23.424, 24.8914, 35.0581,   206.1,  90.333,  0.1345,  -9.000,"
" 65, 2523,   56.0, 24.6109,  23.512, 24.6229, 35.0682,   205.1,  90.319,  0.1365,  -9.000,"
" 65, 2523,   58.0, 24.4045,  23.577, 24.4169, 35.0722,   205.6,  90.332,  0.1436,  -9.000,"
" 65, 2523,   60.0, 24.1944,  23.648, 24.2071, 35.0829,   206.9,  90.349,  0.1520,  -9.000,"
" 65, 2523,   62.0, 23.9827,  23.722, 23.9958, 35.0970,   207.5,  90.364,  0.1576,  -9.000,"
" 65, 2523,   64.0, 23.7271,  23.804, 23.7405, 35.1065,   208.0,  90.411,  0.1662,  -9.000,"
" 65, 2523,   66.0, 23.5949,  23.847, 23.6086, 35.1114,   209.5,  90.438,  0.1729,  -9.000,"
" 65, 2523,   68.0, 23.3852,  23.906, 23.3993, 35.1086,   208.8,  90.451,  0.1795,  -9.000,"
" 65, 2523,   70.0, 23.2382,  23.948, 23.2526, 35.1075,   208.9,  90.464,  0.1879,  -9.000,"
" 65, 2523,   72.0, 23.0528,  24.006, 23.0675, 35.1140,   208.0,  90.486,  0.1983,  -9.000,"
" 65, 2523,   74.0, 22.9043,  24.054, 22.9194, 35.1206,   207.8,  90.518,  0.2022,  -9.000,"
" 65, 2523,   76.0, 22.7657,  24.098, 22.7811, 35.1259,   207.7,  90.528,  0.2091,  -9.000,"
" 65, 2523,   78.0, 22.6135,  24.148, 22.6292, 35.1339,   210.2,  90.545,  0.2151,  -9.000,"
" 65, 2523,   80.0, 22.4982,  24.186, 22.5142, 35.1406,   211.7,  90.572,  0.2193,  -9.000,"
" 65, 2523,   82.0, 22.3638,  24.229, 22.3802, 35.1473,   212.1,  90.595,  0.2286,  -9.000,"
" 65, 2523,   84.0, 22.2250,  24.271, 22.2417, 35.1509,   213.3,  90.618,  0.2414,  -9.000,"
" 65, 2523,   86.0, 22.0466,  24.324, 22.0636, 35.1549,   212.2,  90.653,  0.2542,  -9.000,"
" 65, 2523,   88.0, 21.8853,  24.369, 21.9027, 35.1555,   210.4,  90.664,  0.2676,  -9.000,"
" 65, 2523,   90.0, 21.7425,  24.410, 21.7601, 35.1569,   208.4,  90.682,  0.2948,  -9.000,"
" 65, 2523,   92.0, 21.6523,  24.437, 21.6703, 35.1590,   208.3,  90.664,  0.3254,  -9.000,"
" 65, 2523,   94.0, 21.5710,  24.461, 21.5894, 35.1613,   209.4,  90.655,  0.3600,  -9.000,"
" 65, 2523,   96.0, 21.5070,  24.480, 21.5257, 35.1628,   210.8,  90.652,  0.3782,  -9.000,"
" 65, 2523,   98.0, 21.4539,  24.496, 21.4729, 35.1643,   211.2,  90.640,  0.3953,  -9.000,"
" 65, 2523,  100.0, 21.3818,  24.517, 21.4012, 35.1652,   212.1,  90.628,  0.4228,  -9.000,"
" 65, 2523,  102.0, 21.3084,  24.538, 21.3281, 35.1662,   212.4,  90.633,  0.4480,  -9.000,"
" 65, 2523,  104.0, 21.2246,  24.562, 21.2446, 35.1677,   213.1,  90.621,  0.4757,  -9.000,"
" 65, 2523,  106.0, 21.1471,  24.583, 21.1675, 35.1680,   213.4,  90.633,  0.4892,  -9.000,"
" 65, 2523,  108.0, 21.0461,  24.610, 21.0668, 35.1675,   214.1,  90.635,  0.5004,  -9.000,"
" 65, 2523,  110.0, 20.9526,  24.636, 20.9737, 35.1672,   212.7,  90.641,  0.5047,  -9.000,"
" 65, 2523,  112.0, 20.8933,  24.651, 20.9146, 35.1662,   211.9,  90.650,  0.5099,  -9.000,"
" 65, 2523,  114.0, 20.8328,  24.667, 20.8545, 35.1660,   211.1,  90.657,  0.5183,  -9.000,"
" 65, 2523,  116.0, 20.7578,  24.687, 20.7799, 35.1655,   210.2,  90.669,  0.5237,  -9.000,"
" 65, 2523,  118.0, 20.7025,  24.701, 20.7249, 35.1641,   209.1,  90.690,  0.5159,  -9.000,"
" 65, 2523,  120.0, 20.6328,  24.718, 20.6555, 35.1617,   207.6,  90.714,  0.5014,  -9.000,"
" 65, 2523,  122.0, 20.5434,  24.740, 20.5665, 35.1599,   205.0,  90.746,  0.4858,  -9.000,"
" 65, 2523,  124.0, 20.4580,  24.761, 20.4813, 35.1569,   201.8,  90.780,  0.4656,  -9.000,"
" 65, 2523,  126.0, 20.3662,  24.782, 20.3898, 35.1525,   198.5,  90.808,  0.4470,  -9.000,"
" 65, 2523,  128.0, 20.2960,  24.798, 20.3200, 35.1488,   195.3,  90.853,  0.4263,  -9.000,"
" 65, 2523,  130.0, 20.2225,  24.814, 20.2468, 35.1443,   194.1,  90.880,  0.4023,  -9.000,"
" 65, 2523,  132.0, 20.1315,  24.835, 20.1561, 35.1397,   193.5,  90.912,  0.3785,  -9.000,"
" 65, 2523,  134.0, 20.0403,  24.855, 20.0651, 35.1342,   194.2,  90.972,  0.3453,  -9.000,"
" 65, 2523,  136.0, 19.9927,  24.865, 20.0179, 35.1306,   191.8,  90.982,  0.3288,  -9.000,"
" 65, 2523,  138.0, 19.9150,  24.881, 19.9405, 35.1255,   191.7,  91.004,  0.3066,  -9.000,"
" 65, 2523,  140.0, 19.8503,  24.895, 19.8761, 35.1209,   192.6,  91.032,  0.2877,  -9.000,"
" 65, 2523,  142.0, 19.7798,  24.910, 19.8059, 35.1174,   193.4,  91.069,  0.2595,  -9.000,"
" 65, 2523,  144.0, 19.7172,  24.924, 19.7436, 35.1133,   193.1,  91.084,  0.2379,  -9.000,"
" 65, 2523,  146.0, 19.6471,  24.939, 19.6738, 35.1089,   192.4,  91.113,  0.2181,  -9.000,"
" 65, 2523,  148.0, 19.5853,  24.952, 19.6123, 35.1052,   192.7,  91.143,  0.1986,  -9.000,"
" 65, 2523,  150.0, 19.4904,  24.972, 19.5176, 35.0991,   194.6,  91.181,  0.1695,  -9.000,"
" 65, 2523,  152.0, 19.4345,  24.983, 19.4620, 35.0946,   193.7,  91.208,  0.1609,  -9.000,"
" 65, 2523,  154.0, 19.3735,  24.995, 19.4013, 35.0892,   194.6,  91.210,  0.1449,  -9.000,"
" 65, 2523,  156.0, 19.2939,  25.010, 19.3220, 35.0825,   195.3,  91.233,  0.1312,  -9.000,"
" 65, 2523,  158.0, 19.2083,  25.026, 19.2367, 35.0749,   195.7,  91.249,  0.1197,  -9.000,"
" 65, 2523,  160.0, 19.1204,  25.043, 19.1491, 35.0666,   196.4,  91.264,  0.1072,  -9.000,"
" 65, 2523,  162.0, 19.0274,  25.059, 19.0564, 35.0575,   196.7,  91.280,  0.0969,  -9.000,"
" 65, 2523,  164.0, 18.9345,  25.076, 18.9637, 35.0482,   197.5,  91.295,  0.0883,  -9.000,"
" 65, 2523,  166.0, 18.8628,  25.089, 18.8923, 35.0411,   197.5,  91.304,  0.0796,  -9.000,"
" 65, 2523,  168.0, 18.7882,  25.102, 18.8180, 35.0332,   197.6,  91.311,  0.0742,  -9.000,"
" 65, 2523,  170.0, 18.7147,  25.116, 18.7447, 35.0273,   198.0,  91.328,  0.0703,  -9.000,"
" 65, 2523,  172.0, 18.6373,  25.130, 18.6676, 35.0201,   198.6,  91.332,  0.0642,  -9.000,"
" 65, 2523,  174.0, 18.5453,  25.146, 18.5758, 35.0115,   197.9,  91.345,  0.0594,  -9.000,"
" 65, 2523,  176.0, 18.4621,  25.161, 18.4929, 35.0033,   196.9,  91.353,  0.0526,  -9.000,"
" 65, 2523,  178.0, 18.3686,  25.176, 18.3996, 34.9922,   196.5,  91.362,  0.0477,  -9.000,"
" 65, 2523,  180.0, 18.2659,  25.192, 18.2971, 34.9805,   196.3,  91.368,  0.0436,  -9.000,"
" 65, 2523,  182.0, 18.2074,  25.201, 18.2389, 34.9727,   197.3,  91.367,  0.0402,  -9.000,"
" 65, 2523,  184.0, 18.1413,  25.209, 18.1731, 34.9619,   198.6,  91.366,  0.0384,  -9.000,"
" 65, 2523,  186.0, 18.0882,  25.219, 18.1202, 34.9577,   199.1,  91.367,  0.0367,  -9.000,"
" 65, 2523,  188.0, 18.0186,  25.229, 18.0509, 34.9487,   199.3,  91.366,  0.0353,  -9.000,"
" 65, 2523,  190.0, 17.9535,  25.239, 17.9861, 34.9403,   199.7,  91.377,  0.0352,  -9.000,"
" 65, 2523,  192.0, 17.8642,  25.252, 17.8970, 34.9293,   199.6,  91.380,  0.0351,  -9.000,"
" 65, 2523,  194.0, 17.7703,  25.266, 17.8033, 34.9171,   199.3,  91.384,  0.0353,  -9.000,"
" 65, 2523,  196.0, 17.6910,  25.278, 17.7243, 34.9072,   200.0,  91.387,  0.0341,  -9.000,"
" 65, 2523,  198.0, 17.6216,  25.288, 17.6551, 34.8980,   200.3,  91.387,  0.0318,  -9.000,"
" 65, 2523,  200.0, 17.5226,  25.301, 17.5564, 34.8846,   199.9,  91.401,  0.0313,  -9.000,"
" 66, 2551,    0.0, 26.8943,  22.672, 26.8943, 34.8917,   202.2,  -9.000,  0.0760,  -9.000,"
" 66, 2551,    2.0, 26.9045,  22.669, 26.9050, 34.8914,   200.3,  -9.000,  0.0752,  -9.000,"
" 66, 2551,    4.0, 26.9073,  22.668, 26.9082, 34.8921,   200.5,  -9.000,  0.0680,  -9.000,"
" 66, 2551,    6.0, 26.9079,  22.668, 26.9093, 34.8920,   200.6,  -9.000,  0.0681,  -9.000,"
" 66, 2551,    8.0, 26.9065,  22.668, 26.9084, 34.8920,   201.0,  -9.000,  0.0666,  -9.000,"
" 66, 2551,   10.0, 26.9065,  22.668, 26.9088, 34.8921,   201.1,  -9.000,  0.0669,  -9.000,"
" 66, 2551,   12.0, 26.9048,  22.669, 26.9076, 34.8920,   201.2,  -9.000,  0.0645,  -9.000,"
" 66, 2551,   14.0, 26.9031,  22.669, 26.9063, 34.8921,   201.2,  -9.000,  0.0652,  -9.000,"
" 66, 2551,   16.0, 26.9002,  22.670, 26.9038, 34.8920,   201.3,  -9.000,  0.0675,  -9.000,"
" 66, 2551,   18.0, 26.8929,  22.673, 26.8970, 34.8922,   201.4,  -9.000,  0.0753,  -9.000,"
" 66, 2551,   20.0, 26.8827,  22.676, 26.8872, 34.8925,   201.4,  -9.000,  0.0734,  -9.000,"
" 66, 2551,   22.0, 26.8439,  22.689, 26.8489, 34.8931,   201.5,  -9.000,  0.0722,  -9.000,"
" 66, 2551,   24.0, 26.8027,  22.702, 26.8082, 34.8926,   202.4,  -9.000,  0.0723,  -9.000,"
" 66, 2551,   26.0, 26.7434,  22.721, 26.7494, 34.8931,   202.3,  -9.000,  0.0774,  -9.000,"
" 66, 2551,   28.0, 26.6824,  22.740, 26.6888, 34.8926,   202.7,  -9.000,  0.0905,  -9.000,"
" 66, 2551,   30.0, 26.5766,  22.776, 26.5834, 34.8954,   203.4,  -9.000,  0.0894,  -9.000,"
" 66, 2551,   32.0, 26.4920,  22.805, 26.4992, 34.8992,   204.4,  -9.000,  0.0897,  -9.000,"
" 66, 2551,   34.0, 26.4223,  22.830, 26.4300, 34.9030,   205.0,  -9.000,  0.0941,  -9.000,"
" 66, 2551,   36.0, 26.2698,  22.886, 26.2779, 34.9137,   205.8,  -9.000,  0.0988,  -9.000,"
" 66, 2551,   38.0, 26.0998,  22.946, 26.1082, 34.9231,   206.8,  -9.000,  0.1015,  -9.000,"
" 66, 2551,   40.0, 25.8685,  23.026, 25.8774, 34.9337,   207.8,  -9.000,  0.1073,  -9.000,"
" 66, 2551,   42.0, 25.7408,  23.073, 25.7501, 34.9426,   208.9,  -9.000,  0.1172,  -9.000,"
" 66, 2551,   44.0, 25.5438,  23.141, 25.5534, 34.9526,   210.7,  -9.000,  0.1194,  -9.000,"
" 66, 2551,   46.0, 25.3467,  23.209, 25.3568, 34.9627,   212.9,  -9.000,  0.1239,  -9.000,"
" 66, 2551,   48.0, 25.1798,  23.266, 25.1902, 34.9706,   213.6,  -9.000,  0.1311,  -9.000,"
" 66, 2551,   50.0, 25.0055,  23.325, 25.0163, 34.9785,   215.7,  -9.000,  0.1373,  -9.000,"
" 66, 2551,   52.0, 24.9063,  23.357, 24.9175, 34.9810,   216.6,  -9.000,  0.1445,  -9.000,"
" 66, 2551,   54.0, 24.7131,  23.421, 24.7247, 34.9881,   215.9,  -9.000,  0.1541,  -9.000,"
" 66, 2551,   56.0, 24.5419,  23.479, 24.5539, 34.9965,   216.8,  -9.000,  0.1612,  -9.000,"
" 66, 2551,   58.0, 24.3467,  23.546, 24.3591, 35.0083,   216.2,  -9.000,  0.1714,  -9.000,"
" 66, 2551,   60.0, 24.1125,  23.628, 24.1252, 35.0243,   217.4,  -9.000,  0.1781,  -9.000,"
" 66, 2551,   62.0, 23.9132,  23.699, 23.9262, 35.0403,   218.2,  -9.000,  0.1931,  -9.000,"
" 66, 2551,   64.0, 23.6425,  23.789, 23.6558, 35.0537,   219.7,  -9.000,  0.2087,  -9.000,"
" 66, 2551,   66.0, 23.3767,  23.873, 23.3903, 35.0618,   221.6,  -9.000,  0.2208,  -9.000,"
" 66, 2551,   68.0, 23.1799,  23.938, 23.1939, 35.0725,   221.6,  -9.000,  0.2334,  -9.000,"
" 66, 2551,   70.0, 22.9915,  24.000, 23.0058, 35.0823,   222.8,  -9.000,  0.2479,  -9.000,"
" 66, 2551,   72.0, 22.8363,  24.055, 22.8509, 35.0960,   220.7,  -9.000,  0.2570,  -9.000,"
" 66, 2551,   74.0, 22.6429,  24.118, 22.6579, 35.1055,   222.6,  -9.000,  0.2664,  -9.000,"
" 66, 2551,   76.0, 22.4734,  24.173, 22.4887, 35.1151,   222.2,  -9.000,  0.2758,  -9.000,"
" 66, 2551,   78.0, 22.3312,  24.216, 22.3468, 35.1189,   222.4,  -9.000,  0.2916,  -9.000,"
" 66, 2551,   80.0, 22.1926,  24.259, 22.2085, 35.1230,   223.1,  -9.000,  0.2998,  -9.000,"
" 66, 2551,   82.0, 22.0181,  24.313, 22.0343, 35.1305,   224.0,  -9.000,  0.3062,  -9.000,"
" 66, 2551,   84.0, 21.8959,  24.351, 21.9124, 35.1354,   223.4,  -9.000,  0.3366,  -9.000,"
" 66, 2551,   86.0, 21.7898,  24.385, 21.8067, 35.1405,   222.7,  -9.000,  0.3505,  -9.000,"
" 66, 2551,   88.0, 21.6446,  24.428, 21.6618, 35.1444,   221.6,  -9.000,  0.3613,  -9.000,"
" 66, 2551,   90.0, 21.5235,  24.464, 21.5411, 35.1477,   220.5,  -9.000,  0.3772,  -9.000,"
" 66, 2551,   92.0, 21.3973,  24.499, 21.4151, 35.1479,   220.6,  -9.000,  0.3980,  -9.000,"
" 66, 2551,   94.0, 21.2428,  24.541, 21.2610, 35.1477,   220.2,  -9.000,  0.4181,  -9.000,"
" 66, 2551,   96.0, 21.1234,  24.575, 21.1418, 35.1483,   219.5,  -9.000,  0.4315,  -9.000,"
" 66, 2551,   98.0, 21.0235,  24.601, 21.0422, 35.1466,   218.1,  -9.000,  0.4495,  -9.000,"
" 66, 2551,  100.0, 20.9082,  24.631, 20.9273, 35.1453,   218.1,  -9.000,  0.4726,  -9.000,"
" 66, 2551,  102.0, 20.8211,  24.653, 20.8405, 35.1437,   219.2,  -9.000,  0.4954,  -9.000,"
" 66, 2551,  104.0, 20.7478,  24.672, 20.7675, 35.1421,   217.7,  -9.000,  0.5106,  -9.000,"
" 66, 2551,  106.0, 20.6412,  24.700, 20.6612, 35.1409,   216.8,  -9.000,  0.5238,  -9.000,"
" 66, 2551,  108.0, 20.5208,  24.732, 20.5412, 35.1403,   215.7,  -9.000,  0.5405,  -9.000,"
" 66, 2551,  110.0, 20.4034,  24.759, 20.4240, 35.1352,   213.9,  -9.000,  0.5485,  -9.000,"
" 66, 2551,  112.0, 20.3028,  24.783, 20.3237, 35.1311,   213.3,  -9.000,  0.5341,  -9.000,"
" 66, 2551,  114.0, 20.2079,  24.807, 20.2292, 35.1296,   212.4,  -9.000,  0.5568,  -9.000,"
" 66, 2551,  116.0, 20.1093,  24.830, 20.1308, 35.1251,   211.8,  -9.000,  0.5485,  -9.000,"
" 66, 2551,  118.0, 20.0301,  24.847, 20.0520, 35.1204,   210.7,  -9.000,  0.5436,  -9.000,"
" 66, 2551,  120.0, 19.9558,  24.863, 19.9780, 35.1161,   210.5,  -9.000,  0.5337,  -9.000,"
" 66, 2551,  122.0, 19.8845,  24.878, 19.9070, 35.1109,   210.3,  -9.000,  0.5167,  -9.000,"
" 66, 2551,  124.0, 19.7946,  24.897, 19.8174, 35.1048,   210.2,  -9.000,  0.4954,  -9.000,"
" 66, 2551,  126.0, 19.7044,  24.915, 19.7274, 35.0972,   209.4,  -9.000,  0.4703,  -9.000,"
" 66, 2551,  128.0, 19.6128,  24.933, 19.6362, 35.0901,   209.1,  -9.000,  0.4466,  -9.000,"
" 66, 2551,  130.0, 19.5163,  24.953, 19.5399, 35.0826,   208.6,  -9.000,  0.3949,  -9.000,"
" 66, 2551,  132.0, 19.4354,  24.969, 19.4594, 35.0763,   206.6,  -9.000,  0.3676,  -9.000,"
" 66, 2551,  134.0, 19.3460,  24.987, 19.3702, 35.0696,   206.1,  -9.000,  0.3455,  -9.000,"
" 66, 2551,  136.0, 19.2381,  25.008, 19.2626, 35.0610,   205.7,  -9.000,  0.3217,  -9.000,"
" 66, 2551,  138.0, 19.1651,  25.021, 19.1899, 35.0541,   204.9,  -9.000,  0.2914,  -9.000,"
" 66, 2551,  140.0, 19.1030,  25.034, 19.1281, 35.0496,   204.4,  -9.000,  0.2692,  -9.000,"
" 66, 2551,  142.0, 19.0281,  25.049, 19.0534, 35.0441,   204.5,  -9.000,  0.2499,  -9.000,"
" 66, 2551,  144.0, 18.9735,  25.056, 18.9992, 35.0353,   205.2,  -9.000,  0.2304,  -9.000,"
" 66, 2551,  146.0, 18.8808,  25.078, 18.9067, 35.0333,   205.4,  -9.000,  0.2300,  -9.000,"
" 66, 2551,  148.0, 18.8209,  25.090, 18.8471, 35.0285,   205.7,  -9.000,  0.2156,  -9.000,"
" 66, 2551,  150.0, 18.7426,  25.105, 18.7691, 35.0229,   205.7,  -9.000,  0.1975,  -9.000,"
" 66, 2551,  152.0, 18.6615,  25.121, 18.6882, 35.0170,   205.9,  -9.000,  0.1796,  -9.000,"
" 66, 2551,  154.0, 18.5918,  25.134, 18.6189, 35.0109,   206.9,  -9.000,  0.1672,  -9.000,"
" 66, 2551,  156.0, 18.5293,  25.145, 18.5566, 35.0040,   206.9,  -9.000,  0.1563,  -9.000,"
" 66, 2551,  158.0, 18.4743,  25.154, 18.5019, 34.9987,   207.6,  -9.000,  0.1463,  -9.000,"
" 66, 2551,  160.0, 18.4193,  25.164, 18.4472, 34.9937,   207.2,  -9.000,  0.1388,  -9.000,"
" 66, 2551,  162.0, 18.3713,  25.173, 18.3996, 34.9896,   207.7,  -9.000,  0.1285,  -9.000,"
" 66, 2551,  164.0, 18.3162,  25.183, 18.3447, 34.9842,   209.2,  -9.000,  0.1175,  -9.000,"
" 66, 2551,  166.0, 18.2600,  25.192, 18.2888, 34.9778,   209.9,  -9.000,  0.1143,  -9.000,"
" 66, 2551,  168.0, 18.1808,  25.205, 18.2098, 34.9691,   211.0,  -9.000,  0.1005,  -9.000,"
" 66, 2551,  170.0, 18.1120,  25.216, 18.1414, 34.9611,   211.2,  -9.000,  0.0940,  -9.000,"
" 66, 2551,  172.0, 18.0513,  25.226, 18.0809, 34.9551,   211.9,  -9.000,  0.0933,  -9.000,"
" 66, 2551,  174.0, 17.9279,  25.244, 17.9577, 34.9394,   212.1,  -9.000,  0.0892,  -9.000,"
" 66, 2551,  176.0, 17.8550,  25.256, 17.8851, 34.9316,   211.8,  -9.000,  0.0829,  -9.000,"
" 66, 2551,  178.0, 17.8130,  25.262, 17.8433, 34.9259,   210.3,  -9.000,  0.0804,  -9.000,"
" 66, 2551,  180.0, 17.7522,  25.271, 17.7829, 34.9184,   210.1,  -9.000,  0.0754,  -9.000,"
" 66, 2551,  182.0, 17.6862,  25.281, 17.7171, 34.9101,   210.2,  -9.000,  0.0718,  -9.000,"
" 66, 2551,  184.0, 17.6257,  25.289, 17.6569, 34.9014,   210.3,  -9.000,  0.0676,  -9.000,"
" 66, 2551,  186.0, 17.5406,  25.301, 17.5720, 34.8897,   210.0,  -9.000,  0.0659,  -9.000,"
" 66, 2551,  188.0, 17.4680,  25.311, 17.4996, 34.8795,   208.6,  -9.000,  0.0635,  -9.000,"
" 66, 2551,  190.0, 17.3913,  25.321, 17.4232, 34.8684,   208.9,  -9.000,  0.0603,  -9.000,"
" 66, 2551,  192.0, 17.3069,  25.331, 17.3390, 34.8562,   208.9,  -9.000,  0.0588,  -9.000,"
" 66, 2551,  194.0, 17.2352,  25.341, 17.2675, 34.8462,   208.9,  -9.000,  0.0583,  -9.000,"
" 66, 2551,  196.0, 17.1517,  25.352, 17.1843, 34.8345,   208.0,  -9.000,  0.0554,  -9.000,"
" 66, 2551,  198.0, 17.0772,  25.362, 17.1100, 34.8241,   208.2,  -9.000,  0.0537,  -9.000,"
" 66, 2551,  200.0, 17.0052,  25.378, 17.0383, 34.8231,   207.3,  -9.000,  0.0531,  -9.000,"
" 67, 2582,    0.0, 26.0898,  23.038, 26.0898, 35.0406,   202.9,  89.913,  0.0752,  -9.000,"
" 67, 2582,    2.0, 26.0965,  23.031, 26.0970, 35.0340,   202.9,  89.860,  0.0849,  -9.000,"
" 67, 2582,    4.0, 26.0853,  23.032, 26.0862, 35.0306,   203.0,  89.904,  0.0858,  -9.000,"
" 67, 2582,    6.0, 26.0598,  23.043, 26.0611, 35.0345,   203.1,  89.936,  0.0816,  -9.000,"
" 67, 2582,    8.0, 26.0272,  23.058, 26.0290, 35.0415,   203.1,  89.945,  0.0776,  -9.000,"
" 67, 2582,   10.0, 26.0115,  23.063, 26.0137, 35.0409,   203.0,  89.933,  0.0807,  -9.000,"
" 67, 2582,   12.0, 26.0023,  23.066, 26.0050, 35.0423,   203.1,  89.918,  0.0832,  -9.000,"
" 67, 2582,   14.0, 25.9972,  23.070, 26.0003, 35.0443,   203.2,  89.927,  0.0846,  -9.000,"
" 67, 2582,   16.0, 25.9903,  23.074, 25.9939, 35.0473,   203.2,  89.906,  0.0864,  -9.000,"
" 67, 2582,   18.0, 25.9842,  23.078, 25.9882, 35.0503,   203.2,  89.918,  0.0866,  -9.000,"
" 67, 2582,   20.0, 25.9792,  23.081, 25.9837, 35.0517,   203.3,  89.896,  0.0871,  -9.000,"
" 67, 2582,   22.0, 25.9743,  23.084, 25.9792, 35.0535,   203.4,  89.876,  0.0973,  -9.000,"
